date,Open,High,Low,Close,Volume
2016-01-04,37.797605354813236,37.797605354813236,37.07061220664022,37.660736083984375,67382000
2016-01-05,37.891826124773026,38.14473310359051,37.472788854840516,37.76437759399414,45216000
2016-01-06,37.21095157135138,37.97265381949493,37.09342319132927,37.655277252197266,48206000
2016-01-07,37.01853991923657,37.455922991439444,36.4626334310664,36.74628829956055,63132000
2016-01-08,37.083504854463264,37.19855509533496,36.14724280023346,36.24592971801758,47506000
2016-01-11,36.29749808043595,36.45271695387139,35.68307711304533,36.3530387878418,50896000
2016-01-12,36.73389116544408,37.110281623679796,36.519662174684946,36.961509704589844,46816000
2016-01-13,37.15987570253287,37.341378072128926,35.54522232933326,35.68357849121094,51728000
2016-01-14,35.925085876574194,36.69125273251061,34.961053306872444,36.269737243652344,55558000
2016-01-15,35.20849886076103,35.91119095575997,34.78797474408008,35.23329544067383,76676000
2016-01-19,35.71233380217857,35.97020461123329,35.201556040131216,35.659271240234375,48724000
2016-01-20,35.005673403288476,36.049547377625125,34.10710194024875,35.633487701416016,82440000
2016-01-21,35.71333452906147,36.58116208240251,35.26404868491561,36.03567123413086,51938000
2016-01-22,36.79588223031551,37.12119645318262,36.72150004733301,36.967464447021484,47146000
2016-01-25,36.88713048466049,37.31459724254527,36.32477697420802,36.38031768798828,45340000
2016-01-26,36.45916910451323,36.66992493193549,36.0505438036441,36.38874816894531,30940000
2016-01-27,36.49288453769845,36.49288453769845,35.380084007391744,35.58489227294922,42428000
2016-01-28,36.606945962310576,37.25012863220827,36.230555463886446,37.10830307006836,62104000
2016-01-29,37.141030202687276,37.94190984183688,36.904978400370666,37.75545120239258,75808000
2016-02-01,38.2468885694867,38.56079573905824,37.75693853330035,38.222591400146484,111522000
2016-02-02,39.696903895891936,40.185367019887565,38.71005750235272,38.725433349609375,135846000
2016-02-03,38.99174304514782,39.24713201969185,36.51124424113453,37.161869049072266,131114000
2016-02-04,36.92431488361528,36.95654967895893,35.83382916090233,36.2022819519043,104922000
2016-02-05,35.977646590955466,36.03814359303884,34.720039149084826,34.89955520629883,109556000
2016-02-08,34.10214113381509,34.93724180868752,33.820964417183745,34.91938781738281,89410000
2016-02-09,34.36349122891852,35.752512478189,34.14281522756152,34.7636833190918,84300000
2016-02-10,35.29776469654601,35.8645788531209,34.98038811650769,35.05278778076172,60314000
2016-02-11,34.53159931735835,35.32404954034548,34.276210399786976,35.02849197387695,65004000
2016-02-12,35.3185897869384,35.50653530579859,34.79144490524922,35.054771423339844,46538000
2016-02-16,35.637952748698396,35.847721097299775,35.217924205934025,35.587867736816406,43444000
2016-02-17,36.05203620740171,36.38726685000631,35.536797624908374,36.298500061035156,49154000
2016-02-18,36.397176913862154,36.498338185105204,35.48422084399777,35.581417083740234,47276000
2016-02-19,35.50158389697247,35.904753541639096,35.36372335088322,35.809539794921875,34918000
2016-02-22,36.176500621712016,36.44131405319691,35.8759867696209,36.153690338134766,37516000
2016-02-23,36.00739829970938,36.245428835425884,35.49017354088412,35.57050704956055,41332000
2016-02-24,35.23924857483918,35.765402270604724,34.813272472455864,35.74953079223633,37092000
2016-02-25,35.8501971322816,36.17649880893466,35.3691722013329,36.157161712646484,36146000
2016-02-26,36.3793256728897,36.50627479219468,35.80110448008465,35.94590759277344,42474000
2016-02-29,35.75448939760654,36.230554277133685,35.54819423813538,35.567039489746094,45068000
2016-03-01,35.7693684159964,36.81225132208263,35.63745921205402,36.804317474365234,60112000
2016-03-02,36.83902266903829,36.85141717530995,36.36196281409154,36.6709098815918,36292000
2016-03-03,36.67091474737662,36.746291969969896,36.18245157917267,36.27964782714844,40534000
2016-03-04,36.43883480475191,36.44875116757251,35.983593920971344,36.21171188354492,48516000
2016-03-07,35.96028544373709,36.06244175560961,34.967987132698084,35.34784698486328,61690000
2016-03-08,35.129158978228716,35.81647912998505,34.91146055622317,35.38405227661133,52530000
2016-03-09,35.465374868244666,36.01433876506363,35.3409039057751,35.97317886352539,39544000
2016-03-10,36.09120409724842,36.52511777944269,35.86805000263362,36.30841064453125,44616000
2016-03-11,36.69422005557142,36.93968879105776,36.533049854230754,36.938201904296875,35380000
2016-03-14,36.94316947087796,37.40386232088396,36.878204234872406,37.20450973510742,32824000
2016-03-15,36.99523492674588,37.341872547672736,36.83753788813147,37.22087097167969,29832000
2016-03-16,37.14549199055474,37.638915222062195,37.01903850161791,37.557586669921875,29306000
2016-03-17,37.57196494514587,37.9533116855653,37.5575841391422,37.61312484741211,44564000
2016-03-18,37.76933555142435,37.79462397783317,37.28285493435395,37.46088409423828,56222000
2016-03-21,37.386499070206696,37.85413444883395,37.255581140686395,37.79561996459961,28774000
2016-03-22,37.611144936649374,37.93645536239399,37.58337458059102,37.690982818603516,22096000
2016-03-23,37.854632974291675,37.955798040479515,37.49163202902848,37.5675048828125,24678000
2016-03-24,37.25211747995343,37.567507798854024,37.21740453054168,37.43262481689453,31116000
2016-03-28,37.49856754774568,37.60419703838977,37.293763092444784,37.355255126953125,21676000
2016-03-29,37.37509487734354,38.04456479477911,37.107807079475975,37.9805908203125,40062000
2016-03-30,38.09563815367206,38.54691020969638,38.06439839574429,38.10208511352539,40396000
2016-03-31,38.10208707180649,38.13878253356185,37.60172123944539,37.83231735229492,32554000
2016-04-01,37.54766890303258,38.18638706729147,37.45046887721825,38.16804122924805,31674000
2016-04-04,38.16010409929226,38.30540661925344,37.77727045556589,37.942405700683594,26924000
2016-04-05,37.59577283294784,37.83082960126046,37.470306818416816,37.617591857910156,24478000
2016-04-06,37.58138336729655,38.10605007340617,37.5050148981217,38.08869171142578,25312000
2016-04-07,37.952325072995734,38.15266890712352,37.564531325513435,37.6944580078125,25498000
2016-04-08,37.97960041671229,38.042083722175875,37.47874271499384,37.66222381591797,23434000
2016-04-11,37.958763536202284,38.04653903355468,37.55658907098405,37.566505432128906,31774000
2016-04-12,37.6106447026036,37.932481902721314,37.27045409911469,37.90272903442383,27388000
2016-04-13,38.19978298180247,38.4695527297932,37.91612805401389,38.27912902832031,35426000
2016-04-14,38.45021141628466,38.66096723532075,38.3440862798703,38.451698303222656,26992000
2016-04-15,38.457151385783874,38.72642545688462,38.428881618750985,38.68030548095703,31712000
2016-04-18,38.68973061373029,39.10430724842004,38.56179022953772,39.061161041259766,33540000
2016-04-19,39.20100763516768,39.22332229040227,38.19779778990652,38.494346618652344,43952000
2016-04-20,38.638654486784844,38.66345107068384,38.24738754743505,38.42839050292969,34262000
2016-04-21,38.54690940948412,38.76361654493779,38.26126823289834,38.68030548095703,77628000
2016-04-22,36.890599455022155,37.38699647032671,36.21915082425063,36.586116790771484,140798000
2016-04-25,36.46610665327489,36.938698297116204,36.45370836315738,36.80629348754883,49442000
2016-04-26,36.91589054247626,36.97390939873623,35.72076642178343,35.97119903564453,55864000
2016-04-27,35.96871671908137,36.059466003152295,35.16337262850262,35.77730178833008,66262000
2016-04-28,35.86805077268634,36.1641039461714,34.87178360521308,34.964019775390625,62590000
2016-04-29,34.917411732063755,35.31363496531506,34.9005489954883,35.1038703918457,58278000
2016-05-02,35.30421649526662,35.47728561606224,35.028495411690606,35.427696228027344,33476000
2016-05-03,35.33296881537294,35.376111231101774,35.07658868212303,35.13163375854492,38620000
2016-05-04,35.048817615667,35.459421566947285,34.9139308863642,35.27693176269531,34172000
2016-05-05,35.45694672425798,35.58340020718488,35.18172132212421,35.44256591796875,29668000
2016-05-06,35.31809843914861,36.001945382557324,35.30570014741897,35.96177673339844,39952000
2016-05-09,36.03715548540521,36.4135459970618,35.87846718145269,36.15766143798828,38074000
2016-05-10,36.446773118112404,36.696706352834255,36.28064659066157,36.66596221923828,32634000
2016-05-11,36.72248758116569,36.73637275837127,36.0966595656053,36.22807312011719,29834000
2016-05-12,36.299975380588464,36.467096911273465,35.916646139305676,36.10508728027344,27094000
2016-05-13,36.03318662984244,36.26477020884887,35.87895900339875,35.944419860839844,25244000
2016-05-16,35.91913033901647,36.33370318908895,35.70490132454565,36.21567916870117,22538000
2016-05-17,36.25336486459901,36.49089976086906,35.60571783365897,35.714317321777344,33404000
2016-05-18,35.63051382153782,35.98111646459101,35.45794035111021,35.79317092895508,32536000
2016-05-19,35.62059685429264,35.72969576269237,35.224369867887525,35.472320556640625,30598000
2016-05-20,35.52935812734678,36.08674786172503,35.457450296364776,35.789703369140625,34798000
2016-05-23,35.70390577640298,35.87846174929392,35.55315134295884,35.56852340698242,24816000
2016-05-24,35.697460558330654,36.40907781629918,35.68754041217357,36.35105895996094,37884000
2016-05-25,36.44874981704337,36.69124479417943,36.32973455046976,36.60247802734375,32216000
2016-05-26,36.49834793851743,36.75125875106414,36.34957976552314,36.54446792602539,27202000
2016-05-27,36.57321595953789,37.08895375787286,36.5484193815363,37.07358169555664,34802000
2016-05-31,37.13111752529876,37.36518307545,36.97292483815358,37.135581970214844,42484000
2016-06-01,37.11672563989267,37.26053747469422,36.91191739877006,37.11623001098633,20788000
2016-06-02,36.99919653823685,37.05870605666059,36.54792453623356,36.908447265625,33916000
2016-06-03,36.77059208732676,36.77059208732676,36.39469724086927,36.491397857666016,24608000
2016-06-06,36.62231898807054,36.62231898807054,36.11600557705552,36.20377731323242,29992000
2016-06-07,36.36295993915317,36.53354709751744,36.24047148874412,36.254852294921875,24314000
2016-06-08,36.67190373879671,36.885637102022976,36.48693577174352,36.84199905395508,32314000
2016-06-09,36.55141274826523,36.89159969904347,36.52314675583611,36.821678161621094,19180000
2016-06-10,36.495862795917674,36.67884825680012,36.22609307985645,36.35899353027344,29050000
2016-06-13,36.19187292359751,36.647109993122605,36.19187292359751,36.294029235839844,23354000
2016-06-14,36.16658523294777,36.498342637148184,36.02723781595203,36.361968994140625,26584000
2016-06-15,36.4447810548374,36.55536684597205,36.265760634052604,36.30940246582031,23234000
2016-06-16,36.099637586057966,36.22014353461452,35.483729643717986,35.9156608581543,45002000
2016-06-17,35.77382821617117,35.77382821617117,34.768635946528406,34.92385482788086,82262000
2016-06-20,35.22436861959818,35.500089654650886,34.98137801259093,35.01708221435547,45654000
2016-06-21,35.2114764995057,35.475794298716586,34.944188709851076,35.15345764160156,30318000
2016-06-22,35.40984099345797,35.41777484125465,35.00468885938305,35.23230743408203,29058000
2016-06-23,35.23627528462499,35.45099993198801,34.72549743121206,35.450504302978516,42500000
2016-06-24,34.22562795004853,34.96105061399816,33.96478331508947,33.979164123535156,95436000
2016-06-27,33.84477596698144,33.88643150426429,33.35730402822835,33.777828216552734,58146000
2016-06-28,34.28513786213569,34.35307687295187,33.961809916190404,34.27968215942383,38246000
2016-06-29,34.42844740763184,34.68829695346316,34.35009263565463,34.47456359863281,43124000
2016-06-30,34.59656051250518,34.900051924044455,34.46018687222227,34.88814926147461,42250000
2016-07-01,34.9660046966552,35.33445751731709,34.898065698230106,35.22139358520508,30984000
2016-07-05,34.96154444049597,35.11576829328428,34.66995568759762,34.95559310913086,28440000
2016-07-06,34.705161889897475,35.35776902803737,34.663506356617944,35.157920837402344,28902000
2016-07-07,35.21444999704518,35.2174237705734,34.74631902224402,35.073116302490234,21174000
2016-07-08,35.236769615941654,35.600761817162095,35.11527241139529,35.594810485839844,29946000
2016-07-11,35.676139452037354,36.147739901193745,35.64886472349586,36.06195068359375,28822000
2016-07-12,36.29601436340188,36.478504194121754,36.07682528820751,36.32527160644531,26468000
2016-07-13,36.474537033417846,36.474537033417846,36.15220039950056,36.175010681152344,20436000
2016-07-14,36.39617863693498,36.50527752833431,36.23005215536842,36.48841857910156,21408000
2016-07-15,36.74629226191535,36.74629226191535,36.43089819075422,36.47999572753906,32342000
2016-07-18,36.593055044872514,37.447492820416564,36.52362916168582,37.351287841796875,38698000
2016-07-19,37.18615476278416,37.519399021382256,37.11772013347532,37.3617057800293,30436000
2016-07-20,37.39343856053964,37.72023962001864,37.39343856053964,37.543697357177734,22502000
2016-07-21,37.539729022096616,37.59676039889288,37.2679768195528,37.411293029785156,19062000
2016-07-22,37.55560145992534,37.66122717428025,37.324509740146084,37.65279769897461,20920000
2016-07-25,37.573451271824965,37.67957639742075,37.39443085942511,37.56551742553711,21466000
2016-07-26,37.56551730443537,37.65180592231987,37.3289736696409,37.571964263916016,23792000
2016-07-27,37.63742951484033,37.90918175235793,37.48667506795926,37.786197662353516,32172000
2016-07-28,38.12688319509839,38.133330155205364,37.643376320784256,37.978111267089844,73464000
2016-07-29,39.558554056526994,39.8674974028494,39.17621221505224,39.2426643371582,101810000
2016-08-01,39.011074854323425,40.04354191939921,38.93024192831115,39.718727111816406,60594000
2016-08-02,39.539698681627094,39.787153699487206,39.400846924797094,39.67805480957031,39928000
2016-08-03,39.49705593897711,39.649297258183886,39.32596936986431,39.61854934692383,29206000
2016-08-04,39.5848298354815,39.68202608054632,39.37060083648168,39.535736083984375,21520000
2016-08-05,39.67756561496506,40.03015076539793,39.56350663425749,40.015769958496094,36146000
2016-08-08,39.969655130847045,40.04900117694204,39.75592173222037,39.93147277832031,24426000
2016-08-09,39.894776347184,40.33315458093729,39.87345294706116,40.043052673339844,32154000
2016-08-10,40.02171980145878,40.21164784135088,39.99394944662197,40.0931282043457,18370000
2016-08-11,40.191315100155975,40.36041915480617,39.96964789374153,40.0787467956543,25646000
2016-08-12,39.92452464166716,40.02866347512785,39.8526168244554,40.02172088623047,17946000
2016-08-15,40.02965811702832,40.235457656536525,39.87196107490603,39.96767044067383,18596000
2016-08-16,39.845671881558154,39.88336238101851,39.52333525412157,39.73112106323242,21158000
2016-08-17,39.6721127925022,39.951307041789796,39.488627908802975,39.94089126586914,21322000
2016-08-18,39.93792182214594,40.06883977828864,39.752950031381644,39.80849075317383,17292000
2016-08-19,39.66168959744993,39.73310177824422,39.51738591598369,39.654747009277344,22416000
2016-08-22,39.59821849911361,39.63739588701339,39.390932093681144,39.52085876464844,17056000
2016-08-23,39.69590775294846,39.72169559054514,39.4732492977838,39.50300216674805,18350000
2016-08-24,39.51639840253241,39.59574444443538,39.21389823877548,39.354736328125,25672000
2016-08-25,39.27538219080895,39.41026892087024,39.038838567725755,39.24066925048828,24054000
2016-08-26,39.299691888546334,39.64236070790431,39.14695491713737,39.33589172363281,24978000
2016-08-29,39.327463581399044,39.59872021438645,39.19208118770639,39.46482849121094,15474000
2016-08-30,39.319022567336084,39.57292454292385,39.14991853209684,39.27141571044922,23348000
2016-08-31,39.15637154554596,39.25406341884714,39.037356276639436,39.16876983642578,21428000
2016-09-01,39.274393783780425,39.319522501186384,38.99421209636444,39.24563217163086,26070000
2016-09-02,39.437549226140746,39.528298512721626,39.337871051194526,39.51689147949219,26998000
2016-09-06,39.59226867828846,40.21214540241337,39.44548305044499,40.06982421875,39790000
2016-09-07,40.065358929616714,40.19776374760975,39.85658563376365,40.068336486816406,22906000
2016-09-08,39.930970295705485,40.08965857723117,39.72219322322258,39.81294250488281,23554000
2016-09-09,39.61111224275351,39.758892905676326,39.07950668293214,39.100830078125,37752000
2016-09-12,38.904462456527234,39.68054565655493,38.8538780264699,39.61360168457031,37274000
2016-09-13,39.375063413723495,39.463334549811115,38.89502975873551,39.11273193359375,36180000
2016-09-14,39.053721640598,39.490117288444864,39.053721640598,39.19902038574219,25842000
2016-09-15,39.17670633103821,39.85311505544717,39.10975858250415,39.73310852050781,31144000
2016-09-16,39.62351678061481,39.62351678061481,39.35572955096431,39.57144546508789,42612000
2016-09-19,39.72715541149446,39.86997600750059,39.352751232306396,39.44350051879883,22990000
2016-09-20,39.67210525050568,39.80847886898965,39.585816635808385,39.66119384765625,20984000
2016-09-21,39.73459266546319,39.96518876853298,39.475234948986504,39.921546936035156,26970000
